url,id,parent,label_it,label_en,level
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/A82,A82,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.8,Rabbia,Rabies,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/A96,A96,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.9,Febbre emorragica da arenavirus,Arenaviral haemorrhagic fever,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/A98,A98,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.9,"Altre febbri emorragiche virali, non classificate altrove","Other viral haemorrhagic fevers, not elsewhere classified",3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B07,B07,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.10,Verruche virali,Viral warts,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B08,B08,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.10,"Altre infezioni virali caratterizzate da lesioni della cute e delle membrane mucose, non classificate altrove","Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B15,B15,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.11,Epatite acuta A,Acute hepatitis A,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B16,B16,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.11,Epatite acuta B,Acute hepatitis B,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B17,B17,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.11,Altre epatiti virali acute,Other acute viral hepatitis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B17.1,B17.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B17,Epatite acuta C,Acute hepatitis C,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B18,B18,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.11,Epatite virale cronica,Chronic viral hepatitis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B18.1,B18.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B18,Epatite virale cronica B senza agente delta,Chronic viral hepatitis B without delta-agent,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B18.2,B18.2,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B18,Epatite virale cronica C,Chronic viral hepatitis C,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B24,B24,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.12,"Malattia da virus dell'immunodeficienza umana (HIV), non specificata",Unspecified human immunodeficiency virus [HIV] disease,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B35,B35,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.13,Dermatofitosi,Dermatophytosis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B42,B42,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.13,Sporotricosi,Sporotrichosis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B44,B44,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.13,Aspergillosi,Aspergillosis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B44.0,B44.0,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B44,Aspergillosi polmonare invasiva,Invasive pulmonary aspergillosis,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B44.7,B44.7,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B44,Aspergillosi disseminata,Disseminated aspergillosis,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B45,B45,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.13,Criptococcosi,Cryptococcosis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B46,B46,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.13,Zigomicosi,Zygomycosis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B47,B47,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.13,Micetoma,Mycetoma,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B50,B50,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.14,Malaria da Plasmodium falciparum,Plasmodium falciparum malaria,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B51,B51,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.14,Malaria da Plasmodium vivax,Plasmodium vivax malaria,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B52,B52,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.14,Malaria da Plasmodium malariae,Plasmodium malariae malaria,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B53.0,B53.0,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.14,Malaria da Plasmodium ovale,Plasmodium ovale malaria,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B55,B55,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.14,Leishmaniosi,Leishmaniasis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B58,B58,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.14,Toxoplasmosi,Toxoplasmosis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B65,B65,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.15,Schistosomiasi (bilharziosi),Schistosomiasis [bilharziasis],3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B67,B67,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.15,Echinococcosi,Echinococcosis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B75,B75,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.15,Trichinellosi,Trichinellosis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B76.0,B76.0,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.15,Anchilostomiasi,Ancylostomiasis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B86,B86,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.16,Scabbia,Scabies,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/B94.2,B94.2,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/I.17,Sequele di epatite virale,Sequelae of viral hepatitis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C00,C00,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno del labbro,Malignant neoplasm of lip,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C01,C01,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno della base della lingua,Malignant neoplasm of base of tongue,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C02,C02,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno di altre e non specificate parti della lingua,Malignant neoplasm of other and unspecified parts of tongue,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C03,C03,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno della gengiva,Malignant neoplasm of gum,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C04,C04,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno del pavimento orale,Malignant neoplasm of floor of mouth,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C05,C05,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno del palato,Malignant neoplasm of palate,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C06,C06,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno di altre e non specificate parti della bocca,Malignant neoplasm of other and unspecified parts of mouth,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C07,C07,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno della parotide,Malignant neoplasm of parotid gland,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C08,C08,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno di altre e non specificate ghiandole salivari maggiori,Malignant neoplasm of other and unspecified major salivary glands,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C09,C09,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno della tonsilla,Malignant neoplasm of tonsil,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C10,C10,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno dell'orofaringe,Malignant neoplasm of oropharynx,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C11,C11,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno della rinofaringe,Malignant neoplasm of nasopharynx,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C12,C12,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno del seno piriforme,Malignant neoplasm of piriform sinus,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C13,C13,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.1,Tumore maligno dell'ipofaringe,Malignant neoplasm of hypopharynx,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C15,C15,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.2,Tumore maligno dell'esofago,Malignant neoplasm of oesophagus,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C16,C16,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.2,Tumore maligno dello stomaco,Malignant neoplasm of stomach,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C17,C17,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.2,Tumore maligno dell'intestino tenue,Malignant neoplasm of small intestine,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C18,C18,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.2,Tumore maligno del colon,Malignant neoplasm of colon,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C19,C19,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.2,Tumore maligno della giunzione retto-sigmoidea,Malignant neoplasm of rectosigmoid junction,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C20,C20,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.2,Tumore maligno del retto,Malignant neoplasm of rectum,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C21,C21,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.2,Tumore maligno dell'ano e del canale anale,Malignant neoplasm of anus and anal canal,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C22,C22,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.2,Tumore maligno del fegato e dei dotti biliari intraepatici,Malignant neoplasm of liver and intrahepatic bile ducts,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C22.0,C22.0,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C22,Carcinoma epatocellulare,Malignant neoplasm: Liver cell carcinoma,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C22.1,C22.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C22,Carcinoma delle vie biliari intraepatiche,Malignant neoplasm: Intrahepatic bile duct carcinoma,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C22.3,C22.3,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C22,Angiosarcoma del fegato,Malignant neoplasm: Angiosarcoma of liver,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C23,C23,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.2,Tumore maligno della colecisti,Malignant neoplasm of gallbladder,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C24,C24,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.2,Tumore maligno di altre e non specificate parti delle vie biliari,Malignant neoplasm of other and unspecified parts of biliary tract,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C25,C25,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.2,Tumore maligno del pancreas,Malignant neoplasm of pancreas,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C30,C30,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.3,Tumore maligno di cavità nasale e dell'orecchio medio,Malignant neoplasm of nasal cavity and middle ear,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C31,C31,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.3,Tumore maligno dei seni paranasali,Malignant neoplasm of accessory sinuses,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C31.0,C31.0,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C31,Tumore maligno del seno mascellare,Malignant neoplasm: Maxillary sinus,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C31.1,C31.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C31,Tumore maligno del seno etmoidale,Malignant neoplasm: Ethmoidal sinus,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C31.2,C31.2,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C31,Tumore maligno del seno frontale,Malignant neoplasm: Frontal sinus,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C31.3,C31.3,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C31,Tumore maligno del seno sfenoidale,Malignant neoplasm: Sphenoidal sinus,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C32,C32,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.3,Tumore maligno della laringe,Malignant neoplasm of larynx,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C33,C33,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.3,Tumore maligno della trachea,Malignant neoplasm of trachea,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C34,C34,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.3,Tumore maligno dei bronchi e del polmone,Malignant neoplasm of bronchus and lung,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C37,C37,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.3,Tumore maligno del timo,Malignant neoplasm of thymus,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C40,C40,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.4,Tumore maligno di osso e cartilagine articolare degli arti,Malignant neoplasm of bone and articular cartilage of limbs,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C43,C43,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.5,Melanoma maligno della cute,Malignant melanoma of skin,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C44,C44,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.5,Altri tumori maligni della cute,Other malignant neoplasms of skin,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C45,C45,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.6,Mesotelioma,Mesothelioma,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C45.0,C45.0,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C45,Mesotelioma della pleura,Mesothelioma of pleura,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C45.1,C45.1,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C45,Mesotelioma del peritoneo,Mesothelioma of peritoneum,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C45.2,C45.2,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C45,Mesotelioma del pericardio,Mesothelioma of pericardium,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C45.7,C45.7,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C45,Mesotelioma di altre sedi,Mesothelioma of other sites,4
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C46,C46,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.6,Sarcoma di Kaposi,Kaposi sarcoma,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C47,C47,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.6,Tumore maligno dei nervi periferici e del sistema nervoso autonomo,Malignant neoplasm of peripheral nerves and autonomic nervous system,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C48,C48,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.6,Tumore maligno del retroperitoneo e peritoneo,Malignant neoplasm of retroperitoneum and peritoneum,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C49,C49,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.6,Tumore maligno del tessuto connettivo e di altri tessuti molli,Malignant neoplasm of other connective and soft tissue,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C50,C50,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.7,Tumore maligno della mammella,Malignant neoplasm of breast,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C53,C53,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.8,Tumore maligno della cervice uterina,Malignant neoplasm of cervix uteri,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C56,C56,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.8,Tumore maligno dell'ovaio,Malignant neoplasm of ovary,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C61,C61,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.9,Tumore maligno della prostata,Malignant neoplasm of prostate,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C62,C62,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.9,Tumore maligno del testicolo,Malignant neoplasm of testis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C63,C63,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.9,Tumore maligno di altro e non specificato organo genitale maschile,Malignant neoplasm of other and unspecified male genital organs,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C64,C64,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.10,"Tumore maligno del rene, ad eccezione della pelvi renale","Malignant neoplasm of kidney, except renal pelvis",3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C65,C65,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.10,Tumore maligno della pelvi renale,Malignant neoplasm of renal pelvis,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C66,C66,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.10,Tumore maligno dell'uretere,Malignant neoplasm of ureter,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C67,C67,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.10,Tumore maligno della vescica,Malignant neoplasm of bladder,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C69,C69,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.11,Tumore maligno dell'occhio e degli annessi oculari,Malignant neoplasm of eye and adnexa,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C71,C71,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.11,Tumore maligno dell'encefalo,Malignant neoplasm of brain,3
https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/malattia_ICDX/C73,C73,https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classificazione_ICDX/categoria_ICDX/II.12,Tumore maligno della tiroide,Malignant neoplasm of thyroid gland,3
